A	B	Competition	Cooperation	A_B	dist	A_idx	B_idx	bin	IQ_outlier_comp	IQ_outlier_coop	zscore_comp	zscore_coop	MRCA_level	MRCA_taxa	A_taxa	B_taxa
6650	UMGS1548	GCF_000164555.1	0.7578125	0.191666666666667	UMGS1548_GCF_000164555.1	1.88337	1840	908	144	Positive		2.74468030372502	0.420064468251991	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Urmitella:s_Urmitella timonensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
6651	UMGS178	14672_4_1	0.75609756097561	0.156462585034014	UMGS178_14672_4_1	1.88473	1942	318	144	Positive		2.72609612279212	-0.232732711036287	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6652	UMGS178	20298_2_11	0.75609756097561	0.167785234899329	UMGS178_20298_2_11	1.88024	1942	504	144	Positive		2.72609612279212	-0.0227742757822719	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A michiganensis_A
6653	UMGS178	20298_3_73	0.75609756097561	0.156462585034014	UMGS178_20298_3_73	1.885	1942	618	144	Positive		2.72609612279212	-0.232732711036287	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6654	UMGS178	20298_3_77	0.75609756097561	0.156462585034014	UMGS178_20298_3_77	1.88716	1942	628	144	Positive		2.72609612279212	-0.232732711036287	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6655	UMGS178	GCF_000010485.1	0.75609756097561	0.156462585034014	UMGS178_GCF_000010485.1	1.8869	1942	742	144	Positive		2.72609612279212	-0.232732711036287	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6656	UMGS178	GCF_000158355.2	0.768292682926829	0.154362416107383	UMGS178_GCF_000158355.2	1.88491	1942	830	144	Positive		2.85825029831497	-0.271676614349531	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter portucalensis
6657	UMGS178	GCF_000164315.1	0.75609756097561	0.156462585034014	UMGS178_GCF_000164315.1	1.8847	1942	894	144	Positive		2.72609612279212	-0.232732711036287	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6658	UMGS178	GCF_000164495.1	0.76219512195122	0.155405405405405	UMGS178_GCF_000164495.1	1.88853	1942	901	144	Positive		2.79217321055355	-0.252336229933847	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6659	UMGS178	GCF_000164515.1	0.75609756097561	0.156462585034014	UMGS178_GCF_000164515.1	1.88837	1942	902	144	Positive		2.72609612279212	-0.232732711036287	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
6660	UMGS178	UMGS201	0.75609756097561	0.150684931506849	UMGS178_UMGS201	1.88079	1942	1982	144	Positive		2.72609612279212	-0.339869035874824	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Leclercia:s_
6661	UMGS239	GCF_000158355.2	0.761627906976744	0.170886075949367	UMGS239_GCF_000158355.2	1.88174	2017	830	144	Positive		2.78602650471527	0.0347253150892754	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter portucalensis
6662	UMGS329	GCF_000164495.1	0.754491017964072	0.142857142857143	UMGS329_GCF_000164495.1	1.88321	2112	901	144			2.70868659068732	-0.485021475978622	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6663	UMGS440	12718_7_12	0.765853658536585	0.122905027932961	UMGS440_12718_7_12	1.88681	2224	25	144	Positive		2.8318194632104	-0.854998016746005	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
6664	UMGS440	12718_7_3	0.75609756097561	0.119318181818182	UMGS440_12718_7_3	1.88747	2224	29	144	Positive		2.72609612279212	-0.921509708506685	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter mori
6665	UMGS440	12718_7_49	0.775609756097561	0.126373626373626	UMGS440_12718_7_49	1.88547	2224	56	144	Positive		2.93754280362869	-0.7906790181203	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_
6666	UMGS440	12718_7_5	0.770731707317073	0.11731843575419	UMGS440_12718_7_5	1.88922	2224	57	144	Positive		2.88468113341955	-0.958591448160873	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
6667	UMGS440	12718_7_50	0.75609756097561	0.124293785310734	UMGS440_12718_7_50	1.88053	2224	64	144	Positive		2.72609612279212	-0.829245977298252	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter cloacae_A
6668	UMGS440	12718_7_8	0.775609756097561	0.116666666666667	UMGS440_12718_7_8	1.88917	2224	87	144	Positive		2.93754280362869	-0.970677348492603	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
6669	UMGS440	13154_4_42	0.775609756097561	0.116666666666667	UMGS440_13154_4_42	1.88454	2224	106	144	Positive		2.93754280362869	-0.970677348492603	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter steigerwaltii
6670	UMGS440	20298_2_11	0.765853658536585	0.137362637362637	UMGS440_20298_2_11	1.88899	2224	504	144	Positive		2.8318194632104	-0.586907323359187	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A michiganensis_A
6671	UMGS440	20298_2_20	0.780487804878049	0.116022099447514	UMGS440_20298_2_20	1.88353	2224	511	144	Positive		2.99040447383783	-0.982629702964321	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella variicola
6672	UMGS440	20298_2_67	0.765853658536585	0.132596685082873	UMGS440_20298_2_67	1.88779	2224	553	144	Positive		2.8318194632104	-0.675283445120214	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A michiganensis_A
6673	UMGS440	20298_3_17	0.770731707317073	0.112359550561798	UMGS440_20298_3_17	1.88471	2224	562	144	Positive		2.88468113341955	-1.05054516818081	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter freundii
6674	UMGS440	20298_3_13	0.765853658536585	0.122905027932961	UMGS440_20298_3_13	1.8854	2224	563	144	Positive		2.8318194632104	-0.854998016746005	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A oxytoca
6675	UMGS440	20298_3_15	0.765853658536585	0.137362637362637	UMGS440_20298_3_15	1.88417	2224	564	144	Positive		2.8318194632104	-0.586907323359187	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A michiganensis_A
6676	UMGS440	20298_3_37	0.770731707317073	0.11731843575419	UMGS440_20298_3_37	1.88524	2224	584	144	Positive		2.88468113341955	-0.958591448160873	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
6677	UMGS440	GCF_000163075.1	0.785365853658537	0.110497237569061	UMGS440_GCF_000163075.1	1.88853	2224	879	144	Positive		3.04326614404698	-1.08507845557902	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella variicola
6678	UMGS440	GCF_000238715.1	0.760975609756098	0.128491620111732	UMGS440_GCF_000238715.1	1.88989	2224	1017	144	Positive		2.77895779300127	-0.751404585331137	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
6679	UMGS440	GCF_000300935.1	0.780487804878049	0.116022099447514	UMGS440_GCF_000300935.1	1.88785	2224	1050	144	Positive		2.99040447383783	-0.982629702964321	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
6680	UMGS440	GCF_000527215.1	0.765853658536585	0.122905027932961	UMGS440_GCF_000527215.1	1.88736	2224	1187	144	Positive		2.8318194632104	-0.854998016746005	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A oxytoca
6681	UMGS440	UMGS201	0.760975609756098	0.113636363636364	UMGS440_UMGS201	1.88954	2224	1982	144	Positive		2.77895779300127	-1.02686893704794	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-485:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Leclercia:s_
6682	UMGS476	14637_1_53	0.757225433526012	0.149350649350649	UMGS476_14637_1_53	1.88104	2263	313	144	Positive		2.73831847428557	-0.364610929074336	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_Prevotella copri_A	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6683	UMGS476	GCF_000164295.1	0.757225433526012	0.149350649350649	UMGS476_GCF_000164295.1	1.88339	2263	896	144	Positive		2.73831847428557	-0.364610929074336	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_Prevotella copri_A	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6684	UMGS476	GCF_000164355.1	0.763005780346821	0.148387096774194	UMGS476_GCF_000164355.1	1.88361	2263	898	144	Positive		2.80095802568946	-0.382478300550443	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_Prevotella copri_A	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6685	UMGS476	GCF_000164435.1	0.757225433526012	0.149350649350649	UMGS476_GCF_000164435.1	1.88013	2263	899	144	Positive		2.73831847428557	-0.364610929074336	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_Prevotella copri_A	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6686	UMGS580	GCF_000412335.2	0.792746113989637	0.120689655172414	UMGS580_GCF_000412335.2	1.88853	2365	1152	144	Positive		3.12324338602142	-0.896078170582933	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
6687	UMGS712	14637_1_53	0.766666666666667	0.153374233128834	UMGS712_14637_1_53	1.88093	2506	313	144	Positive		2.8406297415786	-0.290000712894376	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6688	UMGS712	GCF_000164295.1	0.766666666666667	0.153374233128834	UMGS712_GCF_000164295.1	1.88328	2506	896	144	Positive		2.8406297415786	-0.290000712894376	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6689	UMGS712	GCF_000164355.1	0.761111111111111	0.154320987654321	UMGS712_GCF_000164355.1	1.8835	2506	898	144	Positive		2.78042617272929	-0.272444831443883	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6690	UMGS712	GCF_000164435.1	0.766666666666667	0.153374233128834	UMGS712_GCF_000164435.1	1.88002	2506	899	144	Positive		2.8406297415786	-0.290000712894376	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
6691	UMGS712	GCF_000164555.1	0.755555555555556	0.165644171779141	UMGS712_GCF_000164555.1	1.88549	2506	908	144			2.72022260388	-0.0624764892960733	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
6692	UMGS868	12718_7_50	0.779661016949153	0.132075471698113	UMGS868_12718_7_50	1.88738	2668	64	144	Positive		2.98144486871764	-0.684948421781983	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter cloacae_A
6693	UMGS868	GCF_000321045.1	0.768361581920904	0.12258064516129	UMGS868_GCF_000321045.1	1.88047	2668	1071	144	Positive		2.85899693207499	-0.861013119215263	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter_C:s_Enterobacter_C massiliensis
6694	UMGS868	GCF_900021175.1	0.76271186440678	0.117647058823529	UMGS868_GCF_900021175.1	1.8835	2668	1307	144	Positive		2.79777296375367	-0.952497716901184	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter_A:s_Enterobacter_A timonensis
6695	UMGS868	UMGS1256	0.76271186440678	0.129032258064516	UMGS868_UMGS1256	1.88632	2668	1613	144	Positive		2.79777296375367	-0.741379414549059	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Atlantibacter:s_Atlantibacter hermannii
6696	UMGS868	UMGS47	0.768361581920904	0.133757961783439	UMGS868_UMGS47	1.88126	2668	2258	144	Positive		2.85899693207499	-0.65374963087637	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Pantoea:s_Pantoea brenneri
6697	12718_7_34	GCF_000412335.2	0.77027027027027	0.161764705882353	12718_7_34_GCF_000412335.2	1.89669	46	1152	145	Positive		2.81938225917771	-0.163698361786365	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium longum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
6698	18048_1_77	GCF_000158355.2	0.76510067114094	0.129770992366412	18048_1_77_GCF_000158355.2	1.8953	371	830	145	Positive		2.76516965233567	-0.747870945981109	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium adolescentis_A	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter portucalensis
6699	18048_1_77	GCF_000163075.1	0.76510067114094	0.136363636363636	18048_1_77_GCF_000163075.1	1.89017	371	879	145	Positive		2.76516965233567	-0.627495989237954	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium adolescentis_A	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella variicola
6700	18048_1_93	13154_4_42	0.766666666666667	0.148148148148148	18048_1_93_13154_4_42	1.89273	387	106	145	Positive		2.78159195078256	-0.412322820946573	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium pseudocatenulatum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter steigerwaltii
6701	18048_1_93	UMGS201	0.76	0.142857142857143	18048_1_93_UMGS201	1.89773	387	1982	145	Positive		2.7116798802515	-0.508931182220247	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium pseudocatenulatum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Leclercia:s_
6702	18048_2_77	GCF_000158355.2	0.764705882352941	0.126865671641791	18048_2_77_GCF_000158355.2	1.89374	417	830	145	Positive		2.76102957709695	-0.800919139801147	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium adolescentis_A	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter portucalensis
6703	18048_2_93	13154_4_42	0.76158940397351	0.141791044776119	18048_2_93_13154_4_42	1.89239	429	106	145	Positive		2.72834765865626	-0.528397046058984	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium pseudocatenulatum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter steigerwaltii
6704	18391_1_6	GCF_000412335.2	0.784172661870504	0.128	18391_1_6_GCF_000412335.2	1.89027	434	1152	145	Positive		2.96517400649359	-0.780207460676741	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium longum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
6705	18391_1_5	UMGS54	0.76	0.161764705882353	18391_1_5_UMGS54	1.89926	438	2330	145	Positive		2.7116798802515	-0.163698361786365	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium breve	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Pantoea:s_
6706	20298_3_16	GCF_000412335.2	0.767605633802817	0.155038759689922	20298_3_16_GCF_000412335.2	1.89655	558	1152	145	Positive		2.79143872127988	-0.286507280683183	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium longum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
6707	20427_4_27	GCF_000412335.2	0.78169014084507	0.13953488372093	20427_4_27_GCF_000412335.2	1.89799	630	1152	145	Positive		2.93914027873985	-0.56959224627582	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium longum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
6708	GCF_000020425.1	GCF_000412335.2	0.778947368421053	0.168539325842697	GCF_000020425.1_GCF_000412335.2	1.8929	741	1152	145	Positive		2.91037734386607	-0.0400007095210354	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium infantis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
6709	GCF_000269965.1	GCF_000412335.2	0.778947368421053	0.168539325842697	GCF_000269965.1_GCF_000412335.2	1.89518	1034	1152	145	Positive		2.91037734386607	-0.0400007095210354	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Bifidobacteriaceae:g_Bifidobacterium:s_Bifidobacterium infantis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
